sensor,timestamp,sample,channel,threshold,distance_s,unix_time_us
vla1,2023-12-01T22:27:23.064710,102403607,5,0.27,7.0,1701469643064710
vla1,2023-12-01T22:27:32.309622,102584172,5,0.27,7.0,1701469652309622
vla1,2023-12-01T22:27:41.858135,102770666,5,0.27,7.0,1701469661858135
vla1,2023-12-01T22:27:51.145262,102952056,5,0.27,7.0,1701469671145262
vla1,2023-12-01T22:28:00.936485,103143290,5,0.27,7.0,1701469680936485
vla1,2023-12-01T22:28:10.342203,103326996,5,0.27,7.0,1701469690342203
vla1,2023-12-01T22:28:19.832041,103512344,5,0.27,7.0,1701469699832041
vla1,2023-12-01T22:28:29.722148,103705510,5,0.27,7.0,1701469709722148
vla1,2023-12-01T22:28:39.408009,103894687,5,0.27,7.0,1701469719408009
vla1,2023-12-01T22:28:48.910979,104080292,5,0.27,7.0,1701469728910979
vla1,2023-12-01T22:28:58.641661,104270345,5,0.27,7.0,1701469738641661
vla1,2023-12-01T22:29:08.251096,104458029,5,0.27,7.0,1701469748251096
vla1,2023-12-01T22:29:17.690891,104642400,5,0.27,7.0,1701469757690891
vla1,2023-12-01T22:29:27.827103,104840373,5,0.27,7.0,1701469767827103
vla1,2023-12-01T22:29:37.548876,105030251,5,0.27,7.0,1701469777548876
vla1,2023-12-01T22:29:47.697084,105228458,5,0.27,7.0,1701469787697084
vla1,2023-12-01T22:29:57.893972,105427616,5,0.27,7.0,1701469797893972
vla1,2023-12-01T22:30:06.907486,105603662,5,0.27,7.0,1701469806907486
vla1,2023-12-01T22:32:21.156581,108225714,5,0.27,7.0,1701469941156581
vla1,2023-12-01T22:32:30.631821,108410777,5,0.27,7.0,1701469950631821
vla1,2023-12-01T22:32:40.847721,108610307,5,0.27,7.0,1701469960847721
vla1,2023-12-01T22:32:50.184045,108792657,5,0.27,7.0,1701469970184045
vla1,2023-12-01T22:32:59.804973,108980566,5,0.27,7.0,1701469979804973
vla1,2023-12-01T22:33:09.137216,109162836,5,0.27,7.0,1701469989137216
vla1,2023-12-01T22:33:18.582381,109347312,5,0.27,7.0,1701469998582381
vla1,2023-12-01T22:33:27.940876,109530095,5,0.27,7.0,1701470007940876
vla1,2023-12-01T22:33:37.175050,109710450,5,0.27,7.0,1701470017175050
vla1,2023-12-01T22:33:46.849849,109899411,5,0.27,7.0,1701470026849849
vla1,2023-12-01T22:33:56.196160,110081956,5,0.27,7.0,1701470036196160
vla1,2023-12-01T22:34:05.981969,110273085,5,0.27,7.0,1701470045981969
vla1,2023-12-01T22:34:15.455164,110458108,5,0.27,7.0,1701470055455164
vla1,2023-12-01T22:34:25.603125,110656311,5,0.27,7.0,1701470065603125
vla1,2023-12-01T22:34:35.054259,110840903,5,0.27,7.0,1701470075054259
vla1,2023-12-01T22:34:44.710267,111029497,5,0.27,7.0,1701470084710267
vla1,2023-12-01T22:34:54.389970,111218554,5,0.27,7.0,1701470094389970
vla1,2023-12-01T22:35:03.807934,111402498,5,0.27,7.0,1701470103807934
vla1,2023-12-01T22:35:13.451845,111590856,5,0.27,7.0,1701470113451845
vla1,2023-12-01T22:35:23.052813,111778375,5,0.27,7.0,1701470123052813
vla1,2023-12-01T22:35:32.321307,111959400,5,0.27,7.0,1701470132321307
vla1,2023-12-01T22:35:41.749751,112143550,5,0.27,7.0,1701470141749751
vla1,2023-12-01T22:35:51.027146,112324749,5,0.27,7.0,1701470151027146
vla1,2023-12-01T22:36:00.257412,112505027,5,0.27,7.0,1701470160257412
vla1,2023-12-01T22:36:10.008178,112695472,5,0.27,7.0,1701470170008178
vla1,2023-12-01T22:36:19.295283,112876861,5,0.27,7.0,1701470179295283
vla1,2023-12-01T22:36:28.810377,113062702,5,0.27,7.0,1701470188810377
vla1,2023-12-01T22:36:38.222168,113246526,5,0.27,7.0,1701470198222168
vla1,2023-12-01T22:36:47.751406,113432644,5,0.27,7.0,1701470207751406
vla1,2023-12-01T22:36:57.129540,113615811,5,0.27,7.0,1701470217129540
vla1,2023-12-01T22:37:07.385592,113816125,5,0.27,7.0,1701470227385592
vla1,2023-12-01T22:37:16.650004,113997070,5,0.27,7.0,1701470236650004
vla1,2023-12-01T22:37:26.514684,114189740,5,0.27,7.0,1701470246514684
vla1,2023-12-01T22:37:36.414792,114383101,5,0.27,7.0,1701470256414792
vla1,2023-12-01T22:37:46.608246,114582192,5,0.27,7.0,1701470266608246
vla1,2023-12-01T22:37:57.271473,114790458,5,0.27,7.0,1701470277271473
vla1,2023-12-01T22:38:06.833160,114977210,5,0.27,7.0,1701470286833160
vla1,2023-12-01T22:38:16.136695,115158920,5,0.27,7.0,1701470296136695
vla1,2023-12-01T22:38:25.729515,115346279,5,0.27,7.0,1701470305729515
vla1,2023-12-01T22:38:35.082352,115528952,5,0.27,7.0,1701470315082352
vla1,2023-12-01T22:38:44.395000,115710840,5,0.27,7.0,1701470324395000
vla1,2023-12-01T22:38:54.639918,115910936,5,0.27,7.0,1701470334639918
vla1,2023-12-01T22:39:05.369396,116120496,5,0.27,7.0,1701470345369396
vla1,2023-12-01T22:39:14.815875,116304997,5,0.27,7.0,1701470354815875
vla1,2023-12-01T22:39:24.134520,116487002,5,0.27,7.0,1701470364134520
vla1,2023-12-01T22:39:33.337983,116666757,5,0.27,7.0,1701470373337983
vla1,2023-12-01T22:39:42.664567,116848917,5,0.27,7.0,1701470382664567
vla1,2023-12-01T22:39:51.998414,117031219,5,0.27,7.0,1701470391998414
vla1,2023-12-01T22:40:01.413499,117215107,5,0.27,7.0,1701470401413499
vla1,2023-12-01T22:40:11.455277,117411236,5,0.27,7.0,1701470411455277
vla1,2023-12-01T22:40:20.915332,117596002,5,0.27,7.0,1701470420915332
vla1,2023-12-01T22:42:37.359562,120260929,5,0.27,7.0,1701470557359562
vla1,2023-12-01T22:42:46.696561,120443292,5,0.27,7.0,1701470566696561
vla1,2023-12-01T22:42:56.092344,120626803,5,0.27,7.0,1701470576092344
vla1,2023-12-01T22:43:05.537179,120811273,5,0.27,7.0,1701470585537179
vla1,2023-12-01T22:43:15.307559,121002100,5,0.27,7.0,1701470595307559
vla1,2023-12-01T22:43:24.920040,121189844,5,0.27,7.0,1701470604920040
vla1,2023-12-01T22:43:34.643416,121379754,5,0.27,7.0,1701470614643416
vla1,2023-12-01T22:43:44.087299,121564205,5,0.27,7.0,1701470624087299
vla1,2023-12-01T22:43:53.260840,121743376,5,0.27,7.0,1701470633260840
vla1,2023-12-01T22:44:02.722380,121928171,5,0.27,7.0,1701470642722380
vla1,2023-12-01T22:44:12.305121,122115334,5,0.27,7.0,1701470652305121
vla1,2023-12-01T22:44:21.902275,122302779,5,0.27,7.0,1701470661902275
vla1,2023-12-01T22:44:31.351092,122487326,5,0.27,7.0,1701470671351092
vla1,2023-12-01T22:44:41.194796,122679586,5,0.27,7.0,1701470681194796
vla1,2023-12-01T22:44:50.612947,122863534,5,0.27,7.0,1701470690612947
vla2,2023-12-01T21:00:03.377076,65959,5,0.24,7.0,1701464403377076
vla2,2023-12-01T21:00:13.097518,255811,5,0.24,7.0,1701464413097518
vla2,2023-12-01T21:00:22.329861,436130,5,0.24,7.0,1701464422329861
vla2,2023-12-01T21:00:32.233060,629552,5,0.24,7.0,1701464432233060
vla2,2023-12-01T21:00:41.636546,813214,5,0.24,7.0,1701464441636546
vla2,2023-12-01T21:00:51.083888,997732,5,0.24,7.0,1701464451083888
vla2,2023-12-01T21:01:01.182573,1194972,5,0.24,7.0,1701464461182573
vla2,2023-12-01T21:01:10.732866,1381501,5,0.24,7.0,1701464470732866
vla2,2023-12-01T21:01:20.183516,1566084,5,0.24,7.0,1701464480183516
vla2,2023-12-01T21:01:29.854999,1754980,5,0.24,7.0,1701464489854999
vla2,2023-12-01T21:01:40.434331,1961608,5,0.24,7.0,1701464500434331
vla2,2023-12-01T21:01:50.146398,2151297,5,0.24,7.0,1701464510146398
vla2,2023-12-01T21:01:59.610869,2336150,5,0.24,7.0,1701464519610869
vla2,2023-12-01T21:02:09.398505,2527315,5,0.24,7.0,1701464529398505
vla2,2023-12-01T21:02:18.858750,2712085,5,0.24,7.0,1701464538858750
vla2,2023-12-01T21:02:28.457176,2899554,5,0.24,7.0,1701464548457176
vla2,2023-12-01T21:02:39.189230,3109165,5,0.24,7.0,1701464559189230
vla2,2023-12-01T21:02:49.001717,3300815,5,0.24,7.0,1701464569001717
vla2,2023-12-01T21:02:58.955900,3495232,5,0.24,7.0,1701464578955900
vla2,2023-12-01T21:03:08.186770,3675523,5,0.24,7.0,1701464588186770
vla2,2023-12-01T21:03:17.786811,3863024,5,0.24,7.0,1701464597786811
vla2,2023-12-01T21:03:27.073007,4044395,5,0.24,7.0,1701464607073007
vla2,2023-12-01T21:03:36.414911,4226854,5,0.24,7.0,1701464616414911
vla2,2023-12-01T21:03:46.127894,4416560,5,0.24,7.0,1701464626127894
vla2,2023-12-01T21:03:56.981213,4628539,5,0.24,7.0,1701464636981213
vla2,2023-12-01T21:04:06.625755,4816909,5,0.24,7.0,1701464646625755
vla2,2023-12-01T21:04:16.127492,5002490,5,0.24,7.0,1701464656127492
vla2,2023-12-01T21:05:47.378671,6784740,5,0.24,7.0,1701464747378671
vla2,2023-12-01T21:05:57.564350,6983679,5,0.24,7.0,1701464757564350
vla2,2023-12-01T21:06:06.127430,7150926,5,0.24,7.0,1701464766127430
vla2,2023-12-01T21:06:17.690758,7376773,5,0.24,7.0,1701464777690758
vla2,2023-12-01T21:06:27.421661,7566829,5,0.24,7.0,1701464787421661
vla2,2023-12-01T21:06:37.877514,7771045,5,0.24,7.0,1701464797877514
vla2,2023-12-01T21:06:47.122508,7951611,5,0.24,7.0,1701464807122508
vla2,2023-12-01T21:06:56.507873,8134919,5,0.24,7.0,1701464816507873
vla2,2023-12-01T21:07:31.751163,8823265,5,0.24,7.0,1701464851751163
vla2,2023-12-01T21:07:41.233503,9008467,5,0.24,7.0,1701464861233503
vla2,2023-12-01T21:07:50.490089,9189260,5,0.24,7.0,1701464870490089
vla2,2023-12-01T21:08:00.445063,9383693,5,0.24,7.0,1701464880445063
vla2,2023-12-01T21:08:09.723876,9564919,5,0.24,7.0,1701464889723876
vla2,2023-12-01T21:08:18.964208,9745395,5,0.24,7.0,1701464898964208
vla2,2023-12-01T21:08:29.815419,9957332,5,0.24,7.0,1701464909815419
vla2,2023-12-01T21:08:40.208723,10160327,5,0.24,7.0,1701464920208723
vla2,2023-12-01T21:08:49.621244,10344165,5,0.24,7.0,1701464929621244
vla2,2023-12-01T21:08:59.452650,10536185,5,0.24,7.0,1701464939452650
vla2,2023-12-01T21:09:08.774650,10718255,5,0.24,7.0,1701464948774650
vla2,2023-12-01T21:09:19.478542,10927315,5,0.24,7.0,1701464959478542
vla2,2023-12-01T21:09:29.133720,11115893,5,0.24,7.0,1701464969133720
vla2,2023-12-01T21:09:38.356398,11296023,5,0.24,7.0,1701464978356398
vla2,2023-12-01T21:09:47.920625,11482825,5,0.24,7.0,1701464987920625
vla2,2023-12-01T21:09:58.407054,11687638,5,0.24,7.0,1701464998407054
vla2,2023-12-01T21:10:07.703148,11869202,5,0.24,7.0,1701465007703148
vla2,2023-12-01T21:10:17.552093,12061564,5,0.24,7.0,1701465017552093
vla2,2023-12-01T21:10:59.320650,12877356,5,0.24,7.0,1701465059320650
vla2,2023-12-01T21:12:02.316648,14107747,5,0.24,7.0,1701465122316648
vla2,2023-12-01T21:12:11.629531,14289639,5,0.24,7.0,1701465131629531
vla2,2023-12-01T21:12:22.540320,14502741,5,0.24,7.0,1701465142540320
vla2,2023-12-01T21:12:31.752515,14682666,5,0.24,7.0,1701465151752515
vla2,2023-12-01T21:12:41.406421,14871219,5,0.24,7.0,1701465161406421
vla2,2023-12-01T21:12:51.101464,15060575,5,0.24,7.0,1701465171101464
vla2,2023-12-01T21:13:00.781115,15249631,5,0.24,7.0,1701465180781115
vla2,2023-12-01T21:13:10.221568,15434015,5,0.24,7.0,1701465190221568
vla2,2023-12-01T21:13:20.315957,15631171,5,0.24,7.0,1701465200315957
vla2,2023-12-01T21:13:29.891557,15818194,5,0.24,7.0,1701465209891557
vla2,2023-12-01T21:13:39.015741,15996401,5,0.24,7.0,1701465219015741
vla2,2023-12-01T21:13:48.444633,16180559,5,0.24,7.0,1701465228444633
vla2,2023-12-01T21:13:57.589073,16359162,5,0.24,7.0,1701465237589073
vla2,2023-12-01T21:14:07.690563,16556456,5,0.24,7.0,1701465247690563
vla2,2023-12-01T21:14:18.213715,16761987,5,0.24,7.0,1701465258213715
vla2,2023-12-01T21:14:27.634731,16945991,5,0.24,7.0,1701465267634731
vla2,2023-12-01T21:14:37.594713,17140522,5,0.24,7.0,1701465277594713
vla2,2023-12-01T21:14:46.582071,17316056,5,0.24,7.0,1701465286582071
vla2,2023-12-01T21:14:56.228791,17504469,5,0.24,7.0,1701465296228791
vla2,2023-12-01T21:15:05.567642,17686868,5,0.24,7.0,1701465305567642
vla2,2023-12-01T21:15:14.944006,17870000,5,0.24,7.0,1701465314944006
vla2,2023-12-01T21:15:24.997845,18066364,5,0.24,7.0,1701465324997845
vla2,2023-12-01T21:15:34.594244,18253794,5,0.24,7.0,1701465334594244
vla2,2023-12-01T21:15:43.695197,18431547,5,0.24,7.0,1701465343695197
vla2,2023-12-01T21:15:52.949091,18612287,5,0.24,7.0,1701465352949091
vla2,2023-12-01T21:16:02.409168,18797054,5,0.24,7.0,1701465362409168
vla2,2023-12-01T21:16:11.835888,18981170,5,0.24,7.0,1701465371835888
vla2,2023-12-01T21:16:21.340289,19166803,5,0.24,7.0,1701465381340289
vla2,2023-12-01T21:16:31.816707,19371420,5,0.24,7.0,1701465391816707
vla2,2023-12-01T21:16:40.789840,19546677,5,0.24,7.0,1701465400789840
vla2,2023-12-01T21:16:50.397517,19734327,5,0.24,7.0,1701465410397517
vla2,2023-12-01T21:16:59.861425,19919168,5,0.24,7.0,1701465419861425
vla2,2023-12-01T21:17:08.839732,20094526,5,0.24,7.0,1701465428839732
vla2,2023-12-01T21:17:17.992665,20273294,5,0.24,7.0,1701465437992665
vla2,2023-12-01T21:17:27.669746,20462300,5,0.24,7.0,1701465447669746
vla2,2023-12-01T21:17:38.097804,20665973,5,0.24,7.0,1701465458097804
vla2,2023-12-01T21:17:48.880931,20876581,5,0.24,7.0,1701465468880931
vla2,2023-12-01T21:17:58.771893,21069764,5,0.24,7.0,1701465478771893
vla2,2023-12-01T21:18:08.443674,21258666,5,0.24,7.0,1701465488443674
vla2,2023-12-01T21:18:17.923466,21443818,5,0.24,7.0,1701465497923466
vla2,2023-12-01T21:20:07.519893,23584373,5,0.24,7.0,1701465607519893
vla2,2023-12-01T21:20:18.018288,23789420,5,0.24,7.0,1701465618018288
vla2,2023-12-01T21:20:27.858287,23981607,5,0.24,7.0,1701465627858287
vla2,2023-12-01T21:20:37.096854,24162048,5,0.24,7.0,1701465637096854
vla2,2023-12-01T21:20:46.283477,24341474,5,0.24,7.0,1701465646283477
vla2,2023-12-01T21:20:55.805211,24527446,5,0.24,7.0,1701465655805211
vla2,2023-12-01T21:21:05.276328,24712428,5,0.24,7.0,1701465665276328
vla2,2023-12-01T21:21:14.746723,24897397,5,0.24,7.0,1701465674746723
vla2,2023-12-01T21:21:24.827970,25094296,5,0.24,7.0,1701465684827970
vla2,2023-12-01T21:21:33.656691,25266732,5,0.24,7.0,1701465693656691
vla2,2023-12-01T21:21:43.231645,25453743,5,0.24,7.0,1701465703231645
vla2,2023-12-01T21:21:52.438232,25633559,5,0.24,7.0,1701465712438232
vla2,2023-12-01T21:22:02.573534,25831514,5,0.24,7.0,1701465722573534
vla2,2023-12-01T21:22:12.346944,26022401,5,0.24,7.0,1701465732346944
vla2,2023-12-01T21:22:21.518146,26201526,5,0.24,7.0,1701465741518146
vla2,2023-12-01T21:22:31.112820,26388922,5,0.24,7.0,1701465751112820
vla2,2023-12-01T21:22:40.296960,26568300,5,0.24,7.0,1701465760296960
vla2,2023-12-01T21:22:50.036494,26758525,5,0.24,7.0,1701465770036494
vla2,2023-12-01T21:22:59.317552,26939796,5,0.24,7.0,1701465779317552
vla2,2023-12-01T21:23:08.554599,27120207,5,0.24,7.0,1701465788554599
vla2,2023-12-01T21:23:18.124908,27307127,5,0.24,7.0,1701465798124908
vla2,2023-12-01T21:23:27.244542,27485245,5,0.24,7.0,1701465807244542
vla2,2023-12-01T21:23:36.537548,27666749,5,0.24,7.0,1701465816537548
vla2,2023-12-01T21:23:46.643225,27864126,5,0.24,7.0,1701465826643225
vla2,2023-12-01T21:23:57.156375,28069460,5,0.24,7.0,1701465837156375
vla2,2023-12-01T21:24:06.720168,28256253,5,0.24,7.0,1701465846720168
vla2,2023-12-01T21:25:22.367651,29733743,5,0.24,7.0,1701465922367651
vla2,2023-12-01T21:25:33.309931,29947460,5,0.24,7.0,1701465933309931
vla2,2023-12-01T21:25:42.407095,30125139,5,0.24,7.0,1701465942407095
vla2,2023-12-01T21:25:51.882749,30310210,5,0.24,7.0,1701465951882749
vla2,2023-12-01T21:26:01.480521,30497666,5,0.24,7.0,1701465961480521
vla2,2023-12-01T21:26:12.054285,30704185,5,0.24,7.0,1701465972054285
vla2,2023-12-01T21:26:21.769663,30893939,5,0.24,7.0,1701465981769663
vla2,2023-12-01T21:26:31.260414,31079305,5,0.24,7.0,1701465991260414
vla2,2023-12-01T21:26:40.561473,31260966,5,0.24,7.0,1701466000561473
vla2,2023-12-01T21:28:25.685401,33314168,5,0.24,7.0,1701466105685401
vla2,2023-12-01T21:28:45.224692,33695795,5,0.24,7.0,1701466125224692
vla2,2023-12-01T21:28:54.015589,33867492,5,0.24,7.0,1701466134015589
vla2,2023-12-01T21:29:03.612872,34054939,5,0.24,7.0,1701466143612872
vla2,2023-12-01T21:29:12.648136,34231409,5,0.24,7.0,1701466152648136
vla2,2023-12-01T21:29:21.940516,34412901,5,0.24,7.0,1701466161940516
vla2,2023-12-01T21:29:31.703109,34603576,5,0.24,7.0,1701466171703109
vla2,2023-12-01T21:29:41.334742,34791694,5,0.24,7.0,1701466181334742
vla2,2023-12-01T21:29:51.562776,34991460,5,0.24,7.0,1701466191562776
vla2,2023-12-01T21:30:00.808265,35172036,5,0.24,7.0,1701466200808265
vla2,2023-12-01T21:30:10.140919,35354315,5,0.24,7.0,1701466210140919
vla2,2023-12-01T21:30:20.522555,35557081,5,0.24,7.0,1701466220522555
vla2,2023-12-01T21:30:29.800235,35738286,5,0.24,7.0,1701466229800235
vla2,2023-12-01T21:30:39.125288,35920416,5,0.24,7.0,1701466239125288
vla2,2023-12-01T21:30:48.692046,36107267,5,0.24,7.0,1701466248692046
vla2,2023-12-01T21:30:57.828600,36285715,5,0.24,7.0,1701466257828600
vla2,2023-12-01T21:31:07.532360,36475241,5,0.24,7.0,1701466267532360
vla2,2023-12-01T21:31:16.684198,36653988,5,0.24,7.0,1701466276684198
vla2,2023-12-01T21:31:26.368469,36843134,5,0.24,7.0,1701466286368469
vla2,2023-12-01T21:31:35.897395,37029246,5,0.24,7.0,1701466295897395
vla2,2023-12-01T21:31:45.344570,37213761,5,0.24,7.0,1701466305344570
vla2,2023-12-01T21:31:55.634482,37414736,5,0.24,7.0,1701466315634482
vla2,2023-12-01T21:32:05.957196,37616351,5,0.24,7.0,1701466325957196
vla2,2023-12-01T21:32:14.826514,37789580,5,0.24,7.0,1701466334826514
vla2,2023-12-01T21:32:23.799447,37964833,5,0.24,7.0,1701466343799447
vla2,2023-12-01T21:32:33.466993,38153652,5,0.24,7.0,1701466353466993
vla2,2023-12-01T21:32:42.834233,38336606,5,0.24,7.0,1701466362834233
vla2,2023-12-01T21:32:52.412249,38523677,5,0.24,7.0,1701466372412249
vla2,2023-12-01T21:33:11.812747,38902593,5,0.24,7.0,1701466391812747
vla2,2023-12-01T21:33:54.642305,39739108,5,0.24,7.0,1701466434642305
vla2,2023-12-01T21:34:11.674356,40071765,5,0.24,7.0,1701466451674356
vla2,2023-12-01T21:34:45.486368,40732156,5,0.24,7.0,1701466485486368
vla2,2023-12-01T21:34:55.166203,40921215,5,0.24,7.0,1701466495166203
vla2,2023-12-01T21:35:04.185622,41097375,5,0.24,7.0,1701466504185622
vla2,2023-12-01T21:35:14.000751,41289077,5,0.24,7.0,1701466514000751
vla2,2023-12-01T21:35:23.234532,41469424,5,0.24,7.0,1701466523234532
vla2,2023-12-01T21:35:32.078549,41642159,5,0.24,7.0,1701466532078549
vla2,2023-12-01T21:35:41.589574,41827921,5,0.24,7.0,1701466541589574
vla2,2023-12-01T21:35:51.465699,42020814,5,0.24,7.0,1701466551465699
vla2,2023-12-01T21:36:02.066219,42227856,5,0.24,7.0,1701466562066219
vla2,2023-12-01T21:36:11.647622,42414993,5,0.24,7.0,1701466571647622
vla2,2023-12-01T21:36:20.906405,42595828,5,0.24,7.0,1701466580906405
vla2,2023-12-01T21:36:31.640985,42805488,5,0.24,7.0,1701466591640985
vla2,2023-12-01T21:36:41.075290,42989752,5,0.24,7.0,1701466601075290
vla2,2023-12-01T21:36:50.484208,43173520,5,0.24,7.0,1701466610484208
vla2,2023-12-01T21:36:59.983121,43359045,5,0.24,7.0,1701466619983121
vla2,2023-12-01T21:37:09.422355,43543405,5,0.24,7.0,1701466629422355
vla2,2023-12-01T21:37:19.027116,43730998,5,0.24,7.0,1701466639027116
vla2,2023-12-01T21:37:28.721980,43920351,5,0.24,7.0,1701466648721980
vla2,2023-12-01T21:37:38.067492,44102881,5,0.24,7.0,1701466658067492
vla2,2023-12-01T21:37:48.741109,44311350,5,0.24,7.0,1701466668741109
vla2,2023-12-01T21:37:58.256389,44497195,5,0.24,7.0,1701466678256389
vla2,2023-12-01T21:38:07.796459,44683525,5,0.24,7.0,1701466687796459
vla2,2023-12-01T21:38:17.114675,44865521,5,0.24,7.0,1701466697114675
vla2,2023-12-01T21:38:26.259253,45044126,5,0.24,7.0,1701466706259253
vla2,2023-12-01T21:38:35.701004,45228535,5,0.24,7.0,1701466715701004
vla2,2023-12-01T21:38:44.938796,45408961,5,0.24,7.0,1701466724938796
vla2,2023-12-01T21:38:54.422017,45594180,5,0.24,7.0,1701466734422017
vla2,2023-12-01T21:39:05.147962,45803671,5,0.24,7.0,1701466745147962
vla2,2023-12-01T21:39:15.306602,46002082,5,0.24,7.0,1701466755306602
vla2,2023-12-01T21:39:24.859091,46188654,5,0.24,7.0,1701466764859091
vla2,2023-12-01T21:39:34.577868,46378474,5,0.24,7.0,1701466774577868
vla2,2023-12-01T21:39:44.824307,46578600,5,0.24,7.0,1701466784824307
vla2,2023-12-01T21:40:03.909521,46951358,5,0.24,7.0,1701466803909521
vla2,2023-12-01T21:40:14.677218,47161664,5,0.24,7.0,1701466814677218
vla2,2023-12-01T21:40:24.104181,47345785,5,0.24,7.0,1701466824104181
vla2,2023-12-01T21:40:33.474388,47528797,5,0.24,7.0,1701466833474388
vla2,2023-12-01T21:40:43.322939,47721151,5,0.24,7.0,1701466843322939
vla2,2023-12-01T21:41:39.274014,48813946,5,0.24,7.0,1701466899274014
vla2,2023-12-01T21:42:03.218657,49281614,5,0.24,7.0,1701466923218657
vla2,2023-12-01T21:43:06.558396,50518719,5,0.24,7.0,1701466986558396
vla2,2023-12-01T21:43:16.654623,50715911,5,0.24,7.0,1701466996654623
vla2,2023-12-01T21:43:26.249815,50903317,5,0.24,7.0,1701467006249815
vla2,2023-12-01T21:43:36.118243,51096059,5,0.24,7.0,1701467016118243
vla2,2023-12-01T21:43:46.671987,51302187,5,0.24,7.0,1701467026671987
vla2,2023-12-01T21:43:56.490272,51493951,5,0.24,7.0,1701467036490272
vla2,2023-12-01T21:44:05.805854,51675896,5,0.24,7.0,1701467045805854
vla2,2023-12-01T21:46:17.821267,54254322,5,0.24,7.0,1701467177821267
vla2,2023-12-01T21:46:25.132958,54397128,5,0.24,7.0,1701467185132958
vla2,2023-12-01T21:49:24.407461,57898583,5,0.24,7.0,1701467364407461
vla2,2023-12-01T21:50:16.471091,58915451,5,0.24,7.0,1701467416471091
vla2,2023-12-01T21:50:40.958534,59393721,5,0.24,7.0,1701467440958534
vla2,2023-12-01T21:50:52.694581,59622941,5,0.24,7.0,1701467452694581
vla2,2023-12-01T21:53:49.030784,63067008,5,0.24,7.0,1701467629030784
vla2,2023-12-01T21:57:45.357865,67682771,5,0.24,7.0,1701467865357865
vla2,2023-12-01T21:59:33.463664,69794212,5,0.24,7.0,1701467973463664
vla2,2023-12-01T22:00:29.469010,70888067,5,0.24,7.0,1701468029469010
vla2,2023-12-01T22:06:26.779133,77866780,5,0.24,7.0,1701468386779133
vla2,2023-12-01T22:14:58.155257,87854595,5,0.24,7.0,1701468898155257
vla2,2023-12-01T22:15:07.499252,88037095,5,0.24,7.0,1701468907499252
vla2,2023-12-01T22:15:16.878316,88220280,5,0.24,7.0,1701468916878316
vla2,2023-12-01T22:15:26.427233,88406782,5,0.24,7.0,1701468926427233
vla2,2023-12-01T22:15:35.724507,88588369,5,0.24,7.0,1701468935724507
vla2,2023-12-01T22:15:45.292071,88775236,5,0.24,7.0,1701468945292071
vla2,2023-12-01T22:15:54.992298,88964693,5,0.24,7.0,1701468954992298
vla2,2023-12-01T22:16:04.871079,89157638,5,0.24,7.0,1701468964871079
vla2,2023-12-01T22:16:14.472586,89345168,5,0.24,7.0,1701468974472586
vla2,2023-12-01T22:16:25.580075,89562111,5,0.24,7.0,1701468985580075
vla2,2023-12-01T22:16:36.026184,89766136,5,0.24,7.0,1701468996026184
vla2,2023-12-01T22:16:45.525930,89951678,5,0.24,7.0,1701469005525930
vla2,2023-12-01T22:16:54.671167,90130296,5,0.24,7.0,1701469014671167
vla2,2023-12-01T22:17:03.923884,90311013,5,0.24,7.0,1701469023923884
vla2,2023-12-01T22:17:13.187414,90491942,5,0.24,7.0,1701469033187414
vla2,2023-12-01T22:17:23.159988,90686719,5,0.24,7.0,1701469043159988
vla2,2023-12-01T22:17:32.779460,90874599,5,0.24,7.0,1701469052779460
vla2,2023-12-01T22:17:42.095484,91056552,5,0.24,7.0,1701469062095484
vla2,2023-12-01T22:17:52.385192,91257523,5,0.24,7.0,1701469072385192
vla2,2023-12-01T22:18:02.572287,91456490,5,0.24,7.0,1701469082572287
vla2,2023-12-01T22:18:12.618385,91652703,5,0.24,7.0,1701469092618385
vla2,2023-12-01T22:18:21.869457,91833388,5,0.24,7.0,1701469101869457
vla2,2023-12-01T22:18:31.230940,92016229,5,0.24,7.0,1701469111230940
vla2,2023-12-01T22:18:40.922068,92205509,5,0.24,7.0,1701469120922068
vla2,2023-12-01T22:18:50.214757,92387007,5,0.24,7.0,1701469130214757
vla2,2023-12-01T22:18:59.704243,92572349,5,0.24,7.0,1701469139704243
vla2,2023-12-01T22:19:09.389326,92761510,5,0.24,7.0,1701469149389326
vla2,2023-12-01T22:19:18.606479,92941533,5,0.24,7.0,1701469158606479
vla2,2023-12-01T22:19:28.929517,93143155,5,0.24,7.0,1701469168929517
vla2,2023-12-01T22:19:38.541363,93330886,5,0.24,7.0,1701469178541363
vla2,2023-12-01T22:19:47.877504,93513233,5,0.24,7.0,1701469187877504
vla2,2023-12-01T22:19:57.817343,93707370,5,0.24,7.0,1701469197817343
vla2,2023-12-01T22:20:07.163796,93889918,5,0.24,7.0,1701469207163796
vla2,2023-12-01T22:20:16.411027,94070528,5,0.24,7.0,1701469216411027
vla2,2023-12-01T22:20:26.069810,94259176,5,0.24,7.0,1701469226069810
vla2,2023-12-01T22:20:35.877109,94450725,5,0.24,7.0,1701469235877109
vla2,2023-12-01T22:20:45.292042,94634610,5,0.24,7.0,1701469245292042
vla2,2023-12-01T22:20:54.909258,94822446,5,0.24,7.0,1701469254909258
vla2,2023-12-01T22:21:04.112485,95002197,5,0.24,7.0,1701469264112485
