latitude,longitude,error_m,bathymetry
41.34251262312445,-70.53529948408686,28.89264212648364,-9.286880832312603
41.34252369803094,-70.53534579061525,28.382865197429975,-9.294500953440123
41.342496400261524,-70.53541636134865,29.863518367983126,-9.298815393912989
41.342495643901955,-70.53544117500607,28.135101472152954,-9.301891987616655
41.34240438189272,-70.53548415131658,29.842045901135357,-9.296868855941847
41.34243095384848,-70.53553347623848,26.962826101758164,-9.305162641859022
41.342349410210495,-70.5355644140648,27.558148388573507,-9.305242538599483
41.34250936179612,-70.53565533491103,26.051530753110768,-9.332133159474994
41.342516159399885,-70.53571190814827,26.85366384042157,-9.338101769903878
41.342497977579534,-70.53575206874436,26.117118205649977,-9.338937755562648
41.34243673166418,-70.53579127977075,28.44742857091434,-9.336973674050485
41.34240592116646,-70.53584075245364,28.369774900222648,-9.339422455688736
41.34242507687628,-70.53588523668634,26.398333928256243,-9.342497569252911
41.34241305303699,-70.53593079939901,26.503673439885358,-9.343805423263126
41.342350838045334,-70.53596194812276,27.171937320155894,-9.348330485657492
41.3422910937783,-70.5359766109346,25.93904875320232,-9.352874834493715
41.34231628146433,-70.5360237072682,25.328227050130902,-9.354235194137647
41.342288577121806,-70.53606197831643,25.208534403983133,-9.359340416363686
41.34228933209974,-70.53610556275905,25.020946811494337,-9.361255915845794
41.342187771488014,-70.53614193478506,26.574824450949627,-9.382157736413435
41.34215678861931,-70.53619324291869,25.45940881026728,-9.394273145409995
41.342166011319044,-70.5362429279579,25.34128115985305,-9.396953196152614
41.34217729488078,-70.53627123141126,24.30367565881579,-9.397264821825097
41.34214234393257,-70.53632263082636,25.421311036968117,-9.413288556669784
41.342167496238226,-70.53638254043793,24.960159472699836,-9.414730678891154
41.34214712183375,-70.53643315898782,25.69943654096323,-9.428403898731126
41.34213997357712,-70.53647841648244,24.526361510041557,-9.438108700933329
41.342143209095994,-70.5365259132374,24.315392254272034,-9.44543954940043
41.34213639537774,-70.53658196735216,24.45364948492935,-9.457869266432258
41.34209407523914,-70.53662579761476,24.364243906398,-9.480735079375437
41.342104461446716,-70.53666139712088,23.302595813700254,-9.484048668877207
41.34206861599475,-70.53670386930126,23.928279821234966,-9.506012156256688
41.342099596401646,-70.53675379660451,22.75039735008391,-9.504444673582238
41.3420574202158,-70.53680491870944,24.150705400995754,-9.531459274707146
41.34205756083013,-70.53685027335777,23.256861285866965,-9.540851770054333
41.3420297700253,-70.53689439741086,23.719817739926484,-9.561952150856671
41.34197309495714,-70.53693885625142,23.429886819948624,-9.597633151378528
41.341977043579746,-70.5369868919481,23.205460072820866,-9.60580184303283
41.34189263875929,-70.53700850664397,23.47556418018626,-9.65273048351746
41.34191164646811,-70.53705353285687,23.065491090707603,-9.651657466264485
41.3419165616505,-70.5371118138989,23.39227479472466,-9.658856460700617
41.34187958896698,-70.53715582116062,23.485491102732233,-9.680714976937548
41.34187478299098,-70.53718821532883,22.476478542275977,-9.685423064347106
41.34184604181455,-70.53723122374701,23.13608147519869,-9.698294257757809
41.34184071223134,-70.53728774954062,24.25420246724773,-9.703567898634683
41.3418541537585,-70.53733934892558,22.852696800137643,-9.701724256017746
41.341814934209616,-70.53736083538256,23.363087280439736,-9.720926871074182
41.34177667882114,-70.53739033665319,22.887576312487155,-9.741955345061807
41.34177261196549,-70.53745537667064,24.019839262811587,-9.749921240802907
41.34177550141253,-70.53749639379906,22.295243030368535,-9.751345990319079
41.34175038960222,-70.53754097298479,23.542849187008393,-9.765490554622646
41.34175227064754,-70.53759900071098,21.697295134797866,-9.765840188853112
41.34173649453255,-70.53764265006555,21.3449498427891,-9.773311578956273
41.34171728264377,-70.53769118579463,21.879166842476792,-9.781650527027402
41.34174898703504,-70.53777590835375,22.211298310175778,-9.762161073966642
41.3417416317141,-70.53781147540737,22.221227985561292,-9.763305994042978
41.341678363522604,-70.53782296838766,20.38947130310492,-9.793922614461906
41.341682255408,-70.53787061222722,20.343520605396282,-9.787929824769352
41.34163512583925,-70.53791305682631,20.675928353813944,-9.807954420352383
41.341612018774775,-70.5379421974427,20.31963374689085,-9.816905458549611
41.34159229409207,-70.53798338094819,20.513261705217477,-9.822743128952878
41.34157656155412,-70.538027444504,19.472770923462168,-9.826185140238886
41.34160079131728,-70.53808341604464,19.174919697917446,-9.808188293740004
41.34162521939317,-70.53815553075151,19.534127702657816,-9.790981371679997
41.341591893249195,-70.5381993243436,20.335162884323633,-9.803605059084756
