global_sample,global_start,global_end,orig_rms_db,filt_rms_db,rms_diff_db
15636268,15618690,15649939,129.96827953387432,122.89402809399989,7.0742514398744305
15659527,15641949,15673198,129.50982874063521,119.2906124153822,10.219216325253015
15682814,15665236,15696485,128.60216810664645,118.66971595807046,9.93245214857599
15707264,15689686,15720935,128.1778756608639,117.88630830791648,10.29156735294741
15730571,15712993,15744242,128.1908253437096,117.48735653229588,10.703468811413728
15752967,15735389,15766638,128.83928996369573,116.90614206354175,11.933147900153983
15776271,15758693,15789942,129.26604562352844,118.10647263862906,11.159572984899384
15799655,15782077,15813326,130.83241456097699,126.54058095439751,4.291833606579473
15823081,15805503,15836752,129.73893950589706,122.43785196591122,7.3010875399858435
15846320,15828742,15859991,129.73672531324493,120.25875067911502,9.477974634129907
15868723,15851145,15882394,130.1949269176128,119.14279714246899,11.052129775143811
15892737,15875159,15906408,128.7944911314068,117.0236684586335,11.770822672773306
15917176,15899598,15930847,128.22580048646978,116.77587964607972,11.449920840390064
15939722,15922144,15953393,128.69865067491804,118.18312639441982,10.515524280498227
15962883,15945305,15976554,128.7000504673447,119.47547387879368,9.224576588551031
15986159,15968581,15999830,132.38863952215948,130.71592577540184,1.672713746757637
16009316,15991738,16022987,128.47299074045875,118.60458794054108,9.868402799917675
16032311,16014733,16045982,127.91614289334436,119.18496686397042,8.731176029373941
16055909,16038331,16069580,127.44969016567865,119.1736750691949,8.276015096483746
16078871,16061293,16092542,127.50359961529566,118.10047015660226,9.4031294586934
16102067,16084489,16115738,127.28137939513688,116.22820115514303,11.053178239993855
16125305,16107727,16138976,127.23647566917168,116.62963207464351,10.606843594528172
16148711,16131133,16162382,127.99465049164829,121.46181742265836,6.53283306898993
16171904,16154326,16185575,132.24237601542222,130.44055181320277,1.80182420221945
16195494,16177916,16209165,127.10286275265213,116.57314149639123,10.529721256260899
16219057,16201479,16232728,127.40033460716413,117.6045372647627,9.795797342401428
16242367,16224789,16256038,127.21144158738453,117.42014108379067,9.79130050359386
16266187,16248609,16279858,127.02863769260296,116.98079147284346,10.047846219759492
16286480,16268902,16300151,128.48910550853043,117.74193433991698,10.747171168613448
16313338,16295760,16327009,126.58464116371876,118.51745171789027,8.06718944582849
